#t  x1  x2  v1  v2 
87.33000  0.40923  9.60945  -0.36679  2.40380 
87.34000  0.40600  9.63325  -0.27873  2.35545 
87.35000  0.40366  9.65656  -0.19038  2.30660 
87.36000  0.40220  9.67938  -0.10176  2.25727 
87.37000  0.40162  9.70170  -0.01289  2.20748 
87.38000  0.40194  9.72353  0.07620  2.15725 
87.39000  0.40315  9.74485  0.16549  2.10659 
87.40000  0.40525  9.76566  0.25496  2.05553 
87.41000  0.40825  9.78596  0.34458  2.00408 
87.42000  0.41214  9.80574  0.43434  1.95226 
87.43000  0.41693  9.82501  0.52420  1.90010 
87.44000  0.42262  9.84374  0.61415  1.84761 
87.45000  0.42922  9.86196  0.70416  1.79481 
87.46000  0.43671  9.87964  0.79421  1.74173 
87.47000  0.44510  9.89679  0.88427  1.68837 
87.48000  0.45439  9.91341  0.97433  1.63477 
87.49000  0.46459  9.92949  1.06435  1.58093 
87.50000  0.47568  9.94503  1.15432  1.52689 
87.51000  0.48767  9.96003  1.24421  1.47265 
87.52000  0.50056  9.97448  1.33400  1.41825 
87.53000  0.51435  9.98839  1.42367  1.36370 
87.54000  0.52904  10.00175  1.51319  1.30901 
87.55000  0.54462  10.01457  1.60253  1.25422 
87.56000  0.56109  10.02684  1.69168  1.19933 
87.57000  0.57845  10.03856  1.78061  1.14438 
87.58000  0.59670  10.04973  1.86930  1.08937 
87.59000  0.61584  10.06034  1.95773  1.03433 
87.60000  0.63586  10.07041  2.04586  0.97928 
87.61000  0.65675  10.07993  2.13369  0.92424 
87.62000  0.67853  10.08890  2.22118  0.86923 
87.63000  0.70118  10.09731  2.30831  0.81427 
87.64000  0.72470  10.10518  2.39507  0.75937 
87.65000  0.74908  10.11250  2.48142  0.70456 
87.66000  0.77432  10.11927  2.56734  0.64986 
87.67000  0.80043  10.12550  2.65282  0.59529 
87.68000  0.82738  10.13118  2.73783  0.54086 
87.69000  0.85518  10.13632  2.82234  0.48660 
87.70000  0.88383  10.14091  2.90633  0.43252 
87.71000  0.91331  10.14497  2.98979  0.37865 
87.72000  0.94362  10.14848  3.07269  0.32500 
87.73000  0.97476  10.15147  3.15501  0.27159 
87.74000  1.00672  10.15392  3.23672  0.21844 
87.75000  1.03950  10.15584  3.31780  0.16558 
87.76000  1.07308  10.15723  3.39824  0.11301 
87.77000  1.10746  10.15810  3.47801  0.06076 
87.78000  1.14264  10.15844  3.55710  0.00884 
87.79000  1.17860  10.15827  3.63547  -0.04272 
87.80000  1.21535  10.15759  3.71311  -0.09391 
87.81000  1.25287  10.15639  3.79000  -0.14471 
87.82000  1.29115  10.15469  3.86611  -0.19510 
87.83000  1.33019  10.15249  3.94143  -0.24506 
87.84000  1.36998  10.14979  4.01594  -0.29458 
87.85000  1.41051  10.14660  4.08962  -0.34364 
87.86000  1.45177  10.14292  4.16244  -0.39223 
87.87000  1.49376  10.13876  4.23440  -0.44032 
87.88000  1.53646  10.13411  4.30546  -0.48790 
87.89000  1.57987  10.12900  4.37561  -0.53495 
87.90000  1.62397  10.12342  4.44484  -0.58145 
87.91000  1.66876  10.11737  4.51311  -0.62739 
87.92000  1.71423  10.11087  4.58042  -0.67276 
87.93000  1.76037  10.10391  4.64675  -0.71754 
87.94000  1.80717  10.09652  4.71208  -0.76170 
87.95000  1.85461  10.08868  4.77639  -0.80525 
87.96000  1.90269  10.08041  4.83966  -0.84815 
87.97000  1.95141  10.07172  4.90188  -0.89040 
87.98000  2.00073  10.06260  4.96303  -0.93198 
87.99000  2.05067  10.05308  5.02309  -0.97288 
88.00000  2.10119  10.04315  5.08206  -1.01309 
88.01000  2.15231  10.03282  5.13990  -1.05258 
88.02000  2.20399  10.02209  5.19661  -1.09135 
88.03000  2.25624  10.01099  5.25218  -1.12938 
88.04000  2.30904  9.99951  5.30658  -1.16665 
88.05000  2.36237  9.98766  5.35980  -1.20317 
88.06000  2.41623  9.97544  5.41183  -1.23891 
88.07000  2.47061  9.96288  5.46265  -1.27386 
88.08000  2.52548  9.94997  5.51225  -1.30800 
88.09000  2.58085  9.93672  5.56062  -1.34134 
88.10000  2.63670  9.92314  5.60775  -1.37385 
88.11000  2.69301  9.90924  5.65361  -1.40553 
88.12000  2.74977  9.89503  5.69821  -1.43635 
88.13000  2.80697  9.88051  5.74152  -1.46633 
88.14000  2.86460  9.86570  5.78353  -1.49543 
88.15000  2.92264  9.85061  5.82424  -1.52366 
88.16000  2.98108  9.83523  5.86363  -1.55100 
88.17000  3.03991  9.81959  5.90170  -1.57744 
88.18000  3.09912  9.80368  5.93842  -1.60298 
88.19000  3.15868  9.78753  5.97380  -1.62760 
88.20000  3.21859  9.77113  6.00782  -1.65130 
88.21000  3.27884  9.75450  6.04047  -1.67407 
88.22000  3.33940  9.73765  6.07175  -1.69590 
88.23000  3.40027  9.72058  6.10165  -1.71678 
88.24000  3.46144  9.70331  6.13015  -1.73671 
88.25000  3.52288  9.68585  6.15725  -1.75568 
88.26000  3.58458  9.66820  6.18295  -1.77369 
88.27000  3.64654  9.65037  6.20723  -1.79072 
88.28000  3.70873  9.63238  6.23009  -1.80677 
88.29000  3.77114  9.61424  6.25153  -1.82184 
88.30000  3.83376  9.59595  6.27153  -1.83591 
88.31000  3.89657  9.57752  6.29009  -1.84900 
88.32000  3.95956  9.55897  6.30721  -1.86108 
88.33000  4.02271  9.54030  6.32289  -1.87216 
88.34000  4.08602  9.52152  6.33711  -1.88224 
88.35000  4.14946  9.50265  6.34987  -1.89130 
88.36000  4.21301  9.48370  6.36118  -1.89935 
88.37000  4.27668  9.46467  6.37103  -1.90639 
88.38000  4.34043  9.44557  6.37941  -1.91240 
88.39000  4.40427  9.42642  6.38632  -1.91740 
88.40000  4.46816  9.40722  6.39176  -1.92137 
88.41000  4.53210  9.38799  6.39574  -1.92433 
88.42000  4.59608  9.36874  6.39824  -1.92625 
88.43000  4.66007  9.34947  6.39927  -1.92715 
88.44000  4.72406  9.33019  6.39882  -1.92703 
88.45000  4.78804  9.31093  6.39691  -1.92588 
88.46000  4.85200  9.29167  6.39352  -1.92371 
88.47000  4.91591  9.27245  6.38866  -1.92051 
88.48000  4.97977  9.25326  6.38234  -1.91629 
88.49000  5.04356  9.23413  6.37454  -1.91104 
88.50000  5.10726  9.21504  6.36528  -1.90478 
88.51000  5.17087  9.19603  6.35455  -1.89750 
88.52000  5.23435  9.17709  6.34236  -1.88921 
88.53000  5.29771  9.15825  6.32872  -1.87990 
88.54000  5.36093  9.13950  6.31362  -1.86958 
88.55000  5.42399  9.12085  6.29707  -1.85826 
88.56000  5.48687  9.10233  6.27908  -1.84594 
88.57000  5.54957  9.08394  6.25965  -1.83262 
88.58000  5.61206  9.06568  6.23878  -1.81831 
88.59000  5.67434  9.04757  6.21648  -1.80301 
88.60000  5.73639  9.02962  6.19276  -1.78673 
88.61000  5.79820  9.01183  6.16762  -1.76947 
88.62000  5.85975  8.99423  6.14107  -1.75124 
88.63000  5.92102  8.97681  6.11312  -1.73205 
88.64000  5.98201  8.95959  6.08377  -1.71189 
88.65000  6.04270  8.94257  6.05304  -1.69079 
88.66000  6.10307  8.92577  6.02092  -1.66875 
88.67000  6.16311  8.90920  5.98743  -1.64577 
88.68000  6.22282  8.89286  5.95258  -1.62186 
88.69000  6.28217  8.87676  5.91638  -1.59703 
88.70000  6.34114  8.86092  5.87884  -1.57129 
88.71000  6.39974  8.84533  5.83996  -1.54465 
88.72000  6.45794  8.83002  5.79976  -1.51711 
88.73000  6.51574  8.81499  5.75825  -1.48869 
88.74000  6.57311  8.80025  5.71544  -1.45940 
88.75000  6.63005  8.78580  5.67134  -1.42925 
88.76000  6.68654  8.77166  5.62596  -1.39824 
88.77000  6.74257  8.75784  5.57931  -1.36639 
88.78000  6.79812  8.74434  5.53142  -1.33371 
88.79000  6.85319  8.73116  5.48228  -1.30020 
88.80000  6.90777  8.71833  5.43192  -1.26589 
88.81000  6.96183  8.70585  5.38034  -1.23079 
88.82000  7.01537  8.69372  5.32757  -1.19490 
88.83000  7.06838  8.68195  5.27361  -1.15824 
88.84000  7.12085  8.67055  5.21848  -1.12081 
88.85000  7.17275  8.65953  5.16220  -1.08265 
88.86000  7.22409  8.64890  5.10477  -1.04375 
88.87000  7.27485  8.63866  5.04622  -1.00413 
88.88000  7.32501  8.62882  4.98656  -0.96380 
88.89000  7.37458  8.61938  4.92580  -0.92279 
88.90000  7.42353  8.61036  4.86397  -0.88109 
88.91000  7.47186  8.60176  4.80108  -0.83874 
88.92000  7.51955  8.59359  4.73714  -0.79574 
88.93000  7.56660  8.58585  4.67217  -0.75210 
88.94000  7.61300  8.57854  4.60620  -0.70785 
88.95000  7.65873  8.57169  4.53923  -0.66299 
88.96000  7.70378  8.56528  4.47129  -0.61755 
88.97000  7.74815  8.55934  4.40240  -0.57153 
88.98000  7.79183  8.55385  4.33256  -0.52496 
88.99000  7.83480  8.54884  4.26181  -0.47786 
89.00000  7.87706  8.54430  4.19016  -0.43023 
89.01000  7.91861  8.54023  4.11762  -0.38210 
89.02000  7.95942  8.53665  4.04423  -0.33348 
89.03000  7.99949  8.53356  3.96999  -0.28438 
89.04000  8.03882  8.53097  3.89493  -0.23484 
89.05000  8.07739  8.52887  3.81907  -0.18485 
89.06000  8.11520  8.52727  3.74242  -0.13445 
89.07000  8.15224  8.52618  3.66501  -0.08365 
89.08000  8.18850  8.52560  3.58687  -0.03246 
89.09000  8.22397  8.52553  3.50800  0.01909 
89.10000  8.25866  8.52598  3.42843  0.07098 
89.11000  8.29254  8.52695  3.34818  0.12321 
89.12000  8.32562  8.52844  3.26728  0.17575 
89.13000  8.35789  8.53046  3.18574  0.22858 
89.14000  8.38934  8.53301  3.10358  0.28168 
89.15000  8.41996  8.53610  3.02083  0.33503 
89.16000  8.44975  8.53971  2.93752  0.38862 
89.17000  8.47871  8.54387  2.85365  0.44243 
89.18000  8.50683  8.54856  2.76926  0.49643 
89.19000  8.53410  8.55380  2.68436  0.55061 
89.20000  8.56051  8.55958  2.59898  0.60495 
89.21000  8.58608  8.56590  2.51314  0.65943 
89.22000  8.61078  8.57276  2.42686  0.71403 
89.23000  8.63461  8.58018  2.34018  0.76873 
89.24000  8.65758  8.58814  2.25310  0.82351 
89.25000  8.67967  8.59665  2.16565  0.87834 
89.26000  8.70089  8.60571  2.07785  0.93322 
89.27000  8.72123  8.61531  1.98974  0.98812 
89.28000  8.74069  8.62547  1.90132  1.04303 
89.29000  8.75926  8.63617  1.81263  1.09791 
89.30000  8.77694  8.64743  1.72369  1.15275 
89.31000  8.79373  8.65923  1.63451  1.20754 
89.32000  8.80963  8.67158  1.54513  1.26225 
89.33000  8.82463  8.68447  1.45557  1.31686 
89.34000  8.83874  8.69791  1.36585  1.37135 
89.35000  8.85195  8.71190  1.27599  1.42571 
89.36000  8.86426  8.72643  1.18602  1.47991 
89.37000  8.87567  8.74150  1.09596  1.53393 
89.38000  8.88618  8.75711  1.00584  1.58775 
89.39000  8.89579  8.77325  0.91567  1.64136 
89.40000  8.90449  8.78993  0.82548  1.69473 
89.41000  8.91230  8.80715  0.73530  1.74784 
89.42000  8.91920  8.82489  0.64514  1.80068 
89.43000  8.92520  8.84316  0.55504  1.85322 
89.44000  8.93030  8.86196  0.46501  1.90544 
89.45000  8.93450  8.88127  0.37508  1.95734 
89.46000  8.93780  8.90110  0.28527  2.00887 
89.47000  8.94021  8.92145  0.19560  2.06004 
89.48000  8.94171  8.94230  0.10610  2.11081 
89.49000  8.94233  8.96366  0.01679  2.16117 
89.50000  8.94205  8.98553  -0.07231  2.21110 
89.51000  8.94088  9.00789  -0.16117  2.26058 
89.52000  8.93883  9.03074  -0.24978  2.30959 
89.53000  8.93589  9.05408  -0.33810  2.35812 
89.54000  8.93207  9.07790  -0.42612  2.40614 
89.55000  8.92736  9.10220  -0.51381  2.45363 
89.56000  8.92179  9.12697  -0.60116  2.50059 
89.57000  8.91534  9.15221  -0.68813  2.54698 
89.58000  8.90803  9.17791  -0.77472  2.59280 
89.59000  8.89985  9.20407  -0.86088  2.63802 
89.60000  8.89081  9.23067  -0.94662  2.68262 
89.61000  8.88091  9.25772  -1.03189  2.72660 
89.62000  8.87017  9.28520  -1.11669  2.76992 
89.63000  8.85858  9.31312  -1.20099  2.81259 
89.64000  8.84615  9.34146  -1.28476  2.85456 
89.65000  8.83289  9.37021  -1.36799  2.89584 
89.66000  8.81879  9.39937  -1.45066  2.93640 
89.67000  8.80387  9.42894  -1.53275  2.97623 
89.68000  8.78814  9.45890  -1.61423  3.01532 
89.69000  8.77159  9.48924  -1.69508  3.05363 
89.70000  8.75423  9.51997  -1.77530  3.09117 
89.71000  8.73608  9.55107  -1.85484  3.12791 
89.72000  8.71714  9.58253  -1.93371  3.16384 
89.73000  8.69741  9.61434  -2.01187  3.19895 
89.74000  8.67690  9.64651  -2.08931  3.23321 
89.75000  8.65562  9.67901  -2.16600  3.26662 
89.76000  8.63358  9.71184  -2.24194  3.29915 
89.77000  8.61078  9.74499  -2.31710  3.33081 
89.78000  8.58724  9.77846  -2.39147  3.36156 
89.79000  8.56295  9.81222  -2.46501  3.39141 
89.80000  8.53794  9.84628  -2.53773  3.42033 
89.81000  8.51220  9.88063  -2.60960  3.44831 
89.82000  8.48575  9.91525  -2.68060  3.47534 
89.83000  8.45859  9.95014  -2.75071  3.50141 
89.84000  8.43073  9.98528  -2.81993  3.52650 
89.85000  8.40219  10.02067  -2.88823  3.55060 
89.86000  8.37297  10.05629  -2.95560  3.57371 
89.87000  8.34308  10.09214  -3.02201  3.59581 
89.88000  8.31253  10.12821  -3.08747  3.61688 
89.89000  8.28133  10.16448  -3.15194  3.63692 
89.90000  8.24949  10.20095  -3.21542  3.65592 
89.91000  8.21702  10.23760  -3.27790  3.67387 
89.92000  8.18393  10.27442  -3.33935  3.69075 
89.93000  8.15023  10.31141  -3.39976  3.70657 
89.94000  8.11593  10.34855  -3.45912  3.72130 
89.95000  8.08105  10.38584  -3.51742  3.73494 
89.96000  8.04559  10.42325  -3.57464  3.74748 
89.97000  8.00956  10.46079  -3.63077  3.75892 
89.98000  7.97297  10.49843  -3.68580  3.76924 
89.99000  7.93584  10.53617  -3.73971  3.77844 
90.00000  7.89818  10.57400  -3.79250  3.78650 
90.01000  7.85999  10.61190  -3.84416  3.79344 
90.02000  7.82129  10.64987  -3.89466  3.79922 
90.03000  7.78210  10.68789  -3.94401  3.80386 
90.04000  7.74241  10.72595  -3.99218  3.80735 
90.05000  7.70225  10.76403  -4.03918  3.80967 
90.06000  7.66163  10.80214  -4.08499  3.81083 
90.07000  7.62055  10.84025  -4.12960  3.81082 
90.08000  7.57904  10.87836  -4.17300  3.80963 
90.09000  7.53709  10.91644  -4.21519  3.80726 
90.10000  7.49473  10.95450  -4.25615  3.80371 
90.11000  7.45197  10.99252  -4.29588  3.79897 
90.12000  7.40882  11.03048  -4.33437  3.79305 
90.13000  7.36528  11.06838  -4.37162  3.78593 
90.14000  7.32138  11.10620  -4.40761  3.77762 
90.15000  7.27713  11.14393  -4.44235  3.76811 
90.16000  7.23254  11.18156  -4.47582  3.75740 
90.17000  7.18761  11.21908  -4.50802  3.74550 
90.18000  7.14238  11.25647  -4.53894  3.73239 
90.19000  7.09684  11.29373  -4.56858  3.71808 
90.20000  7.05101  11.33083  -4.59694  3.70258 
90.21000  7.00490  11.36778  -4.62400  3.68587 
90.22000  6.95853  11.40455  -4.64977  3.66797 
90.23000  6.91190  11.44114  -4.67425  3.64886 
90.24000  6.86504  11.47753  -4.69743  3.62856 
90.25000  6.81795  11.51371  -4.71930  3.60706 
90.26000  6.77065  11.54967  -4.73987  3.58437 
90.27000  6.72316  11.58540  -4.75913  3.56049 
90.28000  6.67547  11.62088  -4.77709  3.53542 
90.29000  6.62761  11.65610  -4.79373  3.50916 
90.30000  6.57960  11.69106  -4.80907  3.48173 
90.31000  6.53143  11.72574  -4.82310  3.45312 
90.32000  6.48314  11.76012  -4.83581  3.42333 
90.33000  6.43472  11.79421  -4.84722  3.39238 
90.34000  6.38619  11.82797  -4.85732  3.36026 
90.35000  6.33757  11.86141  -4.86611  3.32698 
90.36000  6.28887  11.89451  -4.87359  3.29256 
90.37000  6.24010  11.92726  -4.87977  3.25698 
90.38000  6.19127  11.95965  -4.88465  3.22027 
90.39000  6.14241  11.99167  -4.88823  3.18243 
90.40000  6.09351  12.02330  -4.89052  3.14346 
90.41000  6.04460  12.05454  -4.89151  3.10337 
90.42000  5.99568  12.08537  -4.89121  3.06217 
90.43000  5.94677  12.11578  -4.88963  3.01987 
90.44000  5.89789  12.14576  -4.88677  2.97648 
90.45000  5.84904  12.17531  -4.88263  2.93200 
90.46000  5.80023  12.20440  -4.87723  2.88645 
90.47000  5.75149  12.23304  -4.87056  2.83984 
90.48000  5.70282  12.26120  -4.86263  2.79217 
90.49000  5.65424  12.28888  -4.85345  2.74345 
90.50000  5.60575  12.31607  -4.84302  2.69370 
90.51000  5.55738  12.34276  -4.83136  2.64293 
90.52000  5.50913  12.36893  -4.81847  2.59114 
90.53000  5.46101  12.39458  -4.80435  2.53836 
90.54000  5.41304  12.41970  -4.78902  2.48459 
90.55000  5.36523  12.44427  -4.77248  2.42984 
90.56000  5.31759  12.46829  -4.75475  2.37413 
90.57000  5.27013  12.49175  -4.73583  2.31747 
90.58000  5.22287  12.51464  -4.71572  2.25987 
90.59000  5.17582  12.53695  -4.69445  2.20134 
90.60000  5.12898  12.55867  -4.67202  2.14191 
90.61000  5.08238  12.57979  -4.64845  2.08158 
90.62000  5.03601  12.60030  -4.62373  2.02038 
90.63000  4.98990  12.62020  -4.59789  1.95830 
90.64000  4.94406  12.63947  -4.57093  1.89537 
90.65000  4.89848  12.65810  -4.54286  1.83161 
90.66000  4.85320  12.67610  -4.51371  1.76703 
90.67000  4.80821  12.69344  -4.48348  1.70164 
90.68000  4.76353  12.71013  -4.45218  1.63546 
90.69000  4.71917  12.72615  -4.41982  1.56851 
90.70000  4.67513  12.74150  -4.38643  1.50081 
90.71000  4.63144  12.75617  -4.35200  1.43236 
90.72000  4.58809  12.77015  -4.31657  1.36320 
90.73000  4.54511  12.78343  -4.28013  1.29333 
90.74000  4.50249  12.79602  -4.24271  1.22277 
90.75000  4.46025  12.80789  -4.20432  1.15155 
90.76000  4.41840  12.81905  -4.16497  1.07967 
90.77000  4.37695  12.82948  -4.12468  1.00716 
90.78000  4.33591  12.83919  -4.08347  0.93404 
90.79000  4.29528  12.84816  -4.04134  0.86032 
90.80000  4.25508  12.85640  -3.99832  0.78603 
90.81000  4.21532  12.86388  -3.95442  0.71118 
90.82000  4.17600  12.87062  -3.90967  0.63579 
90.83000  4.13712  12.87660  -3.86406  0.55988 
90.84000  4.09871  12.88182  -3.81763  0.48348 
90.85000  4.06077  12.88627  -3.77038  0.40659 
90.86000  4.02331  12.88995  -3.72234  0.32925 
90.87000  3.98633  12.89285  -3.67352  0.25147 
90.88000  3.94984  12.89498  -3.62395  0.17327 
90.89000  3.91385  12.89632  -3.57363  0.09468 
90.90000  3.87836  12.89687  -3.52258  0.01571 
90.91000  3.84339  12.89663  -3.47083  -0.06362 
90.92000  3.80895  12.89560  -3.41839  -0.14328 
90.93000  3.77503  12.89377  -3.36529  -0.22325 
90.94000  3.74164  12.89114  -3.31153  -0.30352 
90.95000  3.70880  12.88770  -3.25714  -0.38405 
90.96000  3.67650  12.88345  -3.20214  -0.46484 
90.97000  3.64475  12.87840  -3.14654  -0.54585 
90.98000  3.61357  12.87254  -3.09037  -0.62707 
90.99000  3.58295  12.86586  -3.03364  -0.70847 
91.00000  3.55289  12.85837  -2.97638  -0.79003 
91.01000  3.52342  12.85006  -2.91860  -0.87174 
91.02000  3.49452  12.84093  -2.86032  -0.95356 
91.03000  3.46621  12.83099  -2.80157  -1.03547 
91.04000  3.43849  12.82022  -2.74236  -1.11746 
91.05000  3.41136  12.80864  -2.68272  -1.19950 
91.06000  3.38484  12.79623  -2.62266  -1.28157 
91.07000  3.35891  12.78301  -2.56220  -1.36364 
91.08000  3.33359  12.76896  -2.50136  -1.44570 
91.09000  3.30888  12.75409  -2.44017  -1.52772 
91.10000  3.28479  12.73841  -2.37865  -1.60967 
91.11000  3.26131  12.72190  -2.31680  -1.69155 
91.12000  3.23845  12.70458  -2.25467  -1.77331 
91.13000  3.21622  12.68643  -2.19226  -1.85495 
91.14000  3.19461  12.66748  -2.12960  -1.93643 
91.15000  3.17363  12.64771  -2.06671  -2.01774 
91.16000  3.15327  12.62712  -2.00360  -2.09886 
91.17000  3.13355  12.60573  -1.94031  -2.17975 
91.18000  3.11447  12.58353  -1.87684  -2.26040 
91.19000  3.09602  12.56052  -1.81322  -2.34079 
91.20000  3.07820  12.53671  -1.74948  -2.42089 
91.21000  3.06103  12.51210  -1.68563  -2.50069 
91.22000  3.04449  12.48670  -1.62169  -2.58015 
91.23000  3.02859  12.46050  -1.55768  -2.65925 
91.24000  3.01334  12.43351  -1.49363  -2.73798 
91.25000  2.99872  12.40574  -1.42956  -2.81631 
91.26000  2.98475  12.37719  -1.36548  -2.89423 
91.27000  2.97141  12.34785  -1.30141  -2.97170 
91.28000  2.95872  12.31775  -1.23739  -3.04870 
91.29000  2.94666  12.28688  -1.17342  -3.12522 
91.30000  2.93525  12.25525  -1.10953  -3.20123 
91.31000  2.92447  12.22286  -1.04573  -3.27672 
91.32000  2.91433  12.18971  -0.98206  -3.35165 
91.33000  2.90483  12.15582  -0.91852  -3.42601 
91.34000  2.89596  12.12119  -0.85515  -3.49977 
91.35000  2.88773  12.08583  -0.79195  -3.57292 
91.36000  2.88013  12.04973  -0.72895  -3.64544 
91.37000  2.87315  12.01292  -0.66617  -3.71730 
91.38000  2.86680  11.97539  -0.60363  -3.78848 
91.39000  2.86108  11.93715  -0.54134  -3.85897 
91.40000  2.85598  11.89821  -0.47934  -3.92874 
91.41000  2.85149  11.85857  -0.41763  -3.99777 
91.42000  2.84762  11.81825  -0.35623  -4.06604 
91.43000  2.84437  11.77725  -0.29518  -4.13354 
91.44000  2.84172  11.73558  -0.23447  -4.20023 
91.45000  2.83968  11.69325  -0.17414  -4.26612 
91.46000  2.83824  11.65026  -0.11420  -4.33116 
91.47000  2.83739  11.60663  -0.05468  -4.39535 
91.48000  2.83714  11.56235  0.00442  -4.45867 
91.49000  2.83748  11.51745  0.06308  -4.52109 
91.50000  2.83840  11.47193  0.12126  -4.58261 
91.51000  2.83991  11.42580  0.17897  -4.64319 
91.52000  2.84198  11.37907  0.23618  -4.70283 
91.53000  2.84463  11.33174  0.29286  -4.76151 
91.54000  2.84784  11.28384  0.34902  -4.81920 
91.55000  2.85161  11.23536  0.40462  -4.87590 
91.56000  2.85593  11.18632  0.45965  -4.93158 
91.57000  2.86080  11.13673  0.51410  -4.98622 
91.58000  2.86622  11.08660  0.56795  -5.03982 
91.59000  2.87216  11.03593  0.62117  -5.09235 
91.60000  2.87864  10.98475  0.67377  -5.14381 
91.61000  2.88564  10.93306  0.72572  -5.19416 
91.62000  2.89315  10.88086  0.77700  -5.24341 
91.63000  2.90118  10.82819  0.82760  -5.29153 
91.64000  2.90971  10.77503  0.87751  -5.33851 
91.65000  2.91873  10.72142  0.92670  -5.38433 
91.66000  2.92824  10.66735  0.97518  -5.42898 
91.67000  2.93823  10.61284  1.02291  -5.47245 
91.68000  2.94870  10.55790  1.06990  -5.51472 
91.69000  2.95963  10.50254  1.11612  -5.55579 
91.70000  2.97102  10.44678  1.16156  -5.59563 
91.71000  2.98286  10.39063  1.20621  -5.63423 
91.72000  2.99514  10.33410  1.25005  -5.67159 
91.73000  3.00786  10.27720  1.29308  -5.70769 
91.74000  3.02101  10.21994  1.33527  -5.74251 
91.75000  3.03457  10.16235  1.37663  -5.77606 
91.76000  3.04854  10.10442  1.41713  -5.80831 
91.77000  3.06291  10.04618  1.45677  -5.83926 
91.78000  3.07767  9.98764  1.49553  -5.86889 
91.79000  3.09282  9.92880  1.53341  -5.89721 
91.80000  3.10834  9.86969  1.57039  -5.92419 
91.81000  3.12423  9.81032  1.60647  -5.94982 
91.82000  3.14047  9.75070  1.64162  -5.97411 
91.83000  3.15706  9.69084  1.67586  -5.99704 
91.84000  3.17399  9.63076  1.70915  -6.01860 
91.85000  3.19124  9.57047  1.74151  -6.03878 
91.86000  3.20882  9.50998  1.77291  -6.05759 
91.87000  3.22670  9.44931  1.80335  -6.07500 
91.88000  3.24489  9.38848  1.83282  -6.09102 
91.89000  3.26336  9.32749  1.86132  -6.10564 
91.90000  3.28211  9.26637  1.88884  -6.11885 
91.91000  3.30114  9.20512  1.91536  -6.13065 
91.92000  3.32042  9.14376  1.94089  -6.14103 
91.93000  3.33995  9.08230  1.96542  -6.14999 
91.94000  3.35973  9.02076  1.98894  -6.15752 
91.95000  3.37973  8.95915  2.01144  -6.16363 
91.96000  3.39996  8.89748  2.03293  -6.16829 
91.97000  3.42039  8.83578  2.05339  -6.17152 
91.98000  3.44102  8.77405  2.07282  -6.17332 
91.99000  3.46185  8.71231  2.09123  -6.17366 
92.00000  3.48285  8.65058  2.10859  -6.17257 
92.01000  3.50402  8.58886  2.12492  -6.17003 
92.02000  3.52535  8.52718  2.14021  -6.16604 
92.03000  3.54682  8.46554  2.15445  -6.16061 
92.04000  3.56844  8.40397  2.16765  -6.15373 
92.05000  3.59018  8.34247  2.17979  -6.14540 
92.06000  3.61203  8.28106  2.19089  -6.13562 
92.07000  3.63399  8.21975  2.20093  -6.12440 
92.08000  3.65605  8.15857  2.20992  -6.11174 
92.09000  3.67819  8.09752  2.21786  -6.09763 
92.10000  3.70041  8.03662  2.22475  -6.08207 
92.11000  3.72269  7.97588  2.23058  -6.06508 
92.12000  3.74502  7.91532  2.23536  -6.04666 
92.13000  3.76739  7.85495  2.23908  -6.02680 
92.14000  3.78980  7.79478  2.24176  -6.00551 
92.15000  3.81223  7.73484  2.24339  -5.98279 
92.16000  3.83467  7.67512  2.24397  -5.95866 
92.17000  3.85711  7.61566  2.24351  -5.93311 
92.18000  3.87954  7.55646  2.24200  -5.90615 
92.19000  3.90195  7.49754  2.23945  -5.87778 
92.20000  3.92433  7.43891  2.23587  -5.84801 
92.21000  3.94667  7.38058  2.23126  -5.81685 
92.22000  3.96895  7.32257  2.22562  -5.78431 
92.23000  3.99118  7.26489  2.21896  -5.75038 
92.24000  4.01333  7.20756  2.21127  -5.71508 
92.25000  4.03540  7.15059  2.20258  -5.67842 
92.26000  4.05738  7.09399  2.19287  -5.64040 
92.27000  4.07926  7.03778  2.18216  -5.60104 
92.28000  4.10103  6.98197  2.17046  -5.56033 
92.29000  4.12267  6.92658  2.15777  -5.51830 
92.30000  4.14418  6.87161  2.14409  -5.47495 
92.31000  4.16555  6.81708  2.12944  -5.43028 
92.32000  4.18677  6.76300  2.11381  -5.38432 
92.33000  4.20783  6.70939  2.09723  -5.33707 
92.34000  4.22872  6.65626  2.07969  -5.28855 
92.35000  4.24942  6.60362  2.06121  -5.23876 
92.36000  4.26994  6.55148  2.04179  -5.18771 
92.37000  4.29026  6.49987  2.02145  -5.13542 
92.38000  4.31037  6.44878  2.00018  -5.08191 
92.39000  4.33026  6.39823  1.97801  -5.02717 
92.40000  4.34993  6.34823  1.95494  -4.97124 
92.41000  4.36936  6.29880  1.93098  -4.91411 
92.42000  4.38855  6.24995  1.90615  -4.85581 
92.43000  4.40748  6.20169  1.88045  -4.79634 
92.44000  4.42616  6.15402  1.85389  -4.73573 
92.45000  4.44456  6.10697  1.82649  -4.67399 
92.46000  4.46269  6.06054  1.79825  -4.61113 
92.47000  4.48053  6.01475  1.76920  -4.54717 
92.48000  4.49807  5.96960  1.73933  -4.48212 
92.49000  4.51531  5.92511  1.70867  -4.41600 
92.50000  4.53224  5.88128  1.67723  -4.34882 
